t_ff,t_rel,phase,e_meas,ready,n_hist,span_s,gap_s,vz_vis,rate_auth,certified_det,feat_cert,feat_age,R,tz,admit_ok,e_cross,would_capture,owner,vz_cmd_if_term
4.032039,8.3638074,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.4111746000000003,0.3781407419267327,0.28392128204962036,,,False,alt,
4.8522972,9.1840656,commit,-0.45,False,1,0.0,inf,,0.0,True,certified,0.011085200000000128,5.9414083963481845,5.345246279798472,,,False,alt,
4.872314,9.2040824,commit,-0.45,False,2,0.027787208557128906,0.027787208557128906,,0.018524805704752605,True,certified,0.0026551000000001324,6.033603547043794,5.406384236258104,,,False,alt,
4.8920886,9.223857,commit,-0.45,False,2,0.027787208557128906,0.027787208557128906,,0.018524805704752605,True,certified,0.022429699999999997,5.996950555355644,5.358365289423354,,,False,alt,
4.9121866,9.243955,commit,-0.45,False,3,0.06265544891357422,0.03486824035644531,,0.06265544891357422,True,certified,0.00560769999999966,5.846606492559649,5.180178267842679,,,False,alt,
4.9325576,9.264326,commit,-0.45,False,3,0.06265544891357422,0.03486824035644531,,0.06265544891357422,True,certified,0.025978699999999577,5.833971224230763,5.019342644107586,,,False,alt,
4.9521187,9.2838871,commit,-0.45,False,4,0.09722042083740234,0.03486824035644531,-0.0,0.12962722778320312,True,certified,0.008619500000000002,6.316118002964971,5.277988555090684,,,False,alt,
4.9722739,9.3040423,commit,-0.45,False,4,0.09722042083740234,0.03486824035644531,-0.0,0.12962722778320312,True,certified,0.028774700000000486,6.28021128402344,5.228517599640803,,,False,alt,
4.9924846,9.324253,commit,-0.45,False,4,0.09722042083740234,0.03486824035644531,-0.0,0.12962722778320312,True,certified,0.04898540000000029,6.2322082173762565,5.205823512027454,,,False,alt,
5.0121169,9.3438853,commit,-0.45,False,4,0.09722042083740234,0.03486824035644531,-0.0,0.12962722778320312,True,certified,0.06861769999999989,6.190025724727596,5.189036311773222,,,False,alt,
