artifact,term_status_csv,row,ts_ns,cmd_col,cmd_mps,needed_e_col,needed_e_m,registered_wrong_sign,body_z_adapter_v_bz_applied,opposition_to_velocity_rate
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,85,134319500000,vz_up,0.08723337415021618,e_z,0.3228642005632477,False,-0.09162815874969213,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,86,134352000000,vz_up,0.08805950007197398,e_z,0.3228642005632477,False,-0.09249590458485506,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,87,134367000000,vz_up,0.09448896040759479,e_z,0.3228642005632477,False,-0.09924927871541026,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,88,134383000000,vz_up,0.0963897890394397,e_z,0.3228642005632477,False,-0.10124587037922377,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,89,134399000000,vz_up,0.0963897890394397,e_z,0.3228642005632477,False,-0.10124587037922377,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,90,134430000000,vz_up,0.09900942824518554,e_z,0.3228642005632477,False,-0.10399748602345711,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,91,134445000000,vz_up,0.10003191247256114,e_z,0.30133992052569786,False,-0.10507148262186562,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,92,134461000000,vz_up,0.10100326133538123,e_z,0.2812505924906513,False,-0.1060917676752736,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,93,134477000000,vz_up,0.10684090504865887,e_z,0.26250055299127456,False,-0.11222350968451034,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,94,134508000000,vz_up,0.10800694603002106,e_z,0.24500051612518958,False,-0.11344829537220961,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,95,134524000000,vz_up,0.11053452654863516,e_z,0.2286671483835103,False,-0.11610321444725755,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,96,134539000000,vz_up,0.11093520243298699,e_z,0.2134226718246096,False,-0.1165240762320527,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,97,134570000000,vz_up,0.11353070635792022,e_z,0.19919449370296896,False,-0.11925034066909833,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,98,134586000000,vz_up,0.1167443810310824,e_z,0.1859148607894377,False,-0.12262591906430408,False
