cohort,flight,side_frame_id,full_frame_id,side_topic,full_topic,side_ts_s,full_ts_s,dt_s,range_z_m,range_bin,side_e_z,full_e_z,residual_e_m
sweep29,20260720T054016-5cebc2b2,290,290,feature_side,feature,1784526023.5676599,1784526023.5676599,0.0,2.466757620404484,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T054016-5cebc2b2,291,291,feature_side,feature,1784526023.5955708,1784526023.5955708,0.0,2.4030425611581205,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T054016-5cebc2b2,292,292,feature_side,feature,1784526023.6301355,1784526023.6301355,0.0,2.3165203182730205,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,241,241,feature_side,feature,1784528890.340937,1784528890.340937,0.0,3.597030779183605,gte3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,245,245,feature_side,feature,1784528890.4797754,1784528890.4797754,0.0,3.4719701705509607,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,258,258,feature_side,feature,1784528890.9103527,1784528890.9103527,0.0,3.393620374030337,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,259,259,feature_side,feature,1784528890.9449787,1784528890.9449787,0.0,3.344727308973604,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,260,260,feature_side,feature,1784528890.9797168,1784528890.9797168,0.0,3.312985908187901,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,261,261,feature_side,feature,1784528891.0075054,1784528891.0075054,0.0,3.257710385317413,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,268,268,feature_side,feature,1784528891.2440276,1784528891.2440276,0.0,2.611889085393782,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,269,269,feature_side,feature,1784528891.2782295,1784528891.2782295,0.0,2.577498495881855,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,271,271,feature_side,feature,1784528891.3410645,1784528891.3410645,0.0,2.3875288771894523,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,272,272,feature_side,feature,1784528891.3756096,1784528891.3756096,0.0,2.4173299369644106,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,273,273,feature_side,feature,1784528891.410504,1784528891.410504,0.0,2.396330621151507,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,274,274,feature_side,feature,1784528891.4452078,1784528891.4452078,0.0,2.3665022951607186,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,275,275,feature_side,feature,1784528891.4798155,1784528891.4798155,0.0,2.328984517601829,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,276,276,feature_side,feature,1784528891.507762,1784528891.507762,0.0,2.2764038484699625,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,277,277,feature_side,feature,1784528891.54246,1784528891.54246,0.0,2.205829011114929,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,278,278,feature_side,feature,1784528891.5775745,1784528891.5775745,0.0,2.146189931967879,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,279,279,feature_side,feature,1784528891.6120477,1784528891.6120477,0.0,2.035070278851446,2p0-2p5,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,280,280,feature_side,feature,1784528891.6463976,1784528891.6463976,0.0,1.963557618527369,1p5-2p0,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,281,281,feature_side,feature,1784528891.674289,1784528891.674289,0.0,1.902412610111217,1p5-2p0,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,282,282,feature_side,feature,1784528891.7090962,1784528891.7090962,0.0,1.8046179651629908,1p5-2p0,-0.45,-0.45,0.0
sweep29,20260720T062804-c38fd469,283,283,feature_side,feature,1784528891.7437947,1784528891.7437947,0.0,1.6993440249983873,1p5-2p0,-0.45,-0.44717048549212546,-0.002829514507874553
sweep29,20260720T062804-c38fd469,284,284,feature_side,feature,1784528891.7784452,1784528891.7784452,0.0,1.6247407290736346,1p5-2p0,-0.45,-0.41054728156057707,-0.03945271843942294
sweep29,20260720T062804-c38fd469,285,285,feature_side,feature,1784528891.813225,1784528891.813225,0.0,1.5524131087453132,1p5-2p0,-0.4088480811891772,-0.36555004448247863,-0.04329803670669857
sweep29,20260720T062804-c38fd469,286,286,feature_side,feature,1784528891.8408537,1784528891.8408537,0.0,1.492463993411707,1p0-1p5,-0.3979434879540166,-0.34398305750939495,-0.05396043044462162
sweep29,20260720T062804-c38fd469,287,287,feature_side,feature,1784528891.8756924,1784528891.8756924,0.0,1.3970277249409886,1p0-1p5,-0.37867440399295216,-0.33283458686598905,-0.04583981712696311
sweep29,20260720T062804-c38fd469,288,288,feature_side,feature,1784528891.9105654,1784528891.9105654,0.0,1.3174319265968548,1p0-1p5,-0.3484931090558284,-0.26862532896753777,-0.07986778008829065
sweep29,20260720T062804-c38fd469,289,289,feature_side,feature,1784528891.9450836,1784528891.9450836,0.0,1.2406072939723234,1p0-1p5,-0.3150992838219404,-0.21621559437688087,-0.09888368944505954
sweep29,20260720T062804-c38fd469,290,290,feature_side,feature,1784528891.9796789,1784528891.9796789,0.0,1.1511340329694555,1p0-1p5,-0.33873018028506324,-0.25327965303003064,-0.0854505272550326
sweep29,20260720T062804-c38fd469,291,291,feature_side,feature,1784528892.0073287,1784528892.0073287,0.0,1.0823596317002115,1p0-1p5,-0.34747513358656323,-0.2795363817141747,-0.06793875187238851
sweep29,20260720T062804-c38fd469,292,292,feature_side,feature,1784528892.0420578,1784528892.0420578,0.0,0.9888656627732936,0p5-1p0,-0.3487311644662219,-0.2832213953199584,-0.0655097691462635
sweep29,20260720T062804-c38fd469,293,292,feature,feature,1784528892.0767791,1784528892.0420578,0.03472137451171875,0.9246987880835367,0p5-1p0,-0.31213254123517276,-0.2832213953199584,-0.028911145915214376
sweep29,20260720T071112-cd18c5fb,298,298,feature_side,feature,1784531479.96571,1784531479.96571,0.0,2.1837498917296645,2p0-2p5,-0.45,-0.43836628490830676,-0.011633715091693253
sweep29,20260720T071112-cd18c5fb,299,299,feature_side,feature,1784531479.993161,1784531479.993161,0.0,2.1917528421853127,2p0-2p5,-0.4233423527831236,-0.41010841618228855,-0.01323393660083505
sweep29,20260720T071112-cd18c5fb,300,300,feature_side,feature,1784531480.027997,1784531480.027997,0.0,2.1316069594271383,2p0-2p5,-0.37349484607163175,-0.33625258163778976,-0.03724226443384199
sweep29,20260720T071112-cd18c5fb,301,301,feature_side,feature,1784531480.0627384,1784531480.0627384,0.0,2.0990217831725255,2p0-2p5,-0.32999851775330674,-0.31749504177958443,-0.012503475973722311
sweep29,20260720T071112-cd18c5fb,302,302,feature_side,feature,1784531480.0976124,1784531480.0976124,0.0,2.0128849435913914,2p0-2p5,-0.300188567374107,-0.23730212156147812,-0.06288644581262887
sweep29,20260720T071112-cd18c5fb,303,303,feature_side,feature,1784531480.132076,1784531480.132076,0.0,1.9027490654879835,1p5-2p0,-0.2824694106673621,-0.23254347185842905,-0.049925938808933035
sweep29,20260720T071112-cd18c5fb,304,304,feature_side,feature,1784531480.1599298,1784531480.1599298,0.0,1.8205209770928898,1p5-2p0,-0.27172788430730044,-0.1851786338621162,-0.08654925044518424
sweep29,20260720T071112-cd18c5fb,306,306,feature_side,feature,1784531480.2293882,1784531480.2293882,0.0,1.648511592213068,1p5-2p0,-0.14666132403329268,-0.03143560733548645,-0.11522571669780624
sweep29,20260720T071112-cd18c5fb,315,315,feature_side,feature,1784531480.5281603,1784531480.5281603,0.0,1.064305018103599,1p0-1p5,-0.16110497074241079,0.03519142721221186,-0.19629639795462264
sweep29,20260720T071112-cd18c5fb,316,315,feature,feature,1784531480.5627284,1784531480.5281603,0.034568071365356445,1.0055592429041487,1p0-1p5,-0.14513021597705314,0.03519142721221186,-0.180321643189265
sweep29,20260720T071333-cd18c5fb,261,261,feature_side,feature,1784531619.4632545,1784531619.4632545,0.0,3.4850427044467667,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,266,266,feature_side,feature,1784531619.629984,1784531619.629984,0.0,3.4629427027663002,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,267,267,feature_side,feature,1784531619.6646714,1784531619.6646714,0.0,3.3726443151684826,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,268,268,feature_side,feature,1784531619.6992729,1784531619.6992729,0.0,3.271874601474427,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,269,269,feature_side,feature,1784531619.7340498,1784531619.7340498,0.0,3.2173525768688886,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,270,270,feature_side,feature,1784531619.7618618,1784531619.7618618,0.0,3.2243741297586657,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,271,271,feature_side,feature,1784531619.79706,1784531619.79706,0.0,3.2184904953508955,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,273,273,feature_side,feature,1784531619.8659627,1784531619.8659627,0.0,3.073789046997753,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,274,274,feature_side,feature,1784531619.9007733,1784531619.9007733,0.0,2.9984982414588606,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,275,275,feature_side,feature,1784531619.9286084,1784531619.9286084,0.0,2.9462550052554564,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,276,276,feature_side,feature,1784531619.9632466,1784531619.9632466,0.0,2.8523120137582225,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T071333-cd18c5fb,277,277,feature_side,feature,1784531619.9979239,1784531619.9979239,0.0,2.7790967938171347,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T071545-cd18c5fb,275,275,feature_side,feature,1784531751.9563055,1784531751.9563055,0.0,3.463562304492973,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071545-cd18c5fb,277,277,feature_side,feature,1784531752.0258217,1784531752.0258217,0.0,3.453347926661262,3p0-3p5,-0.45,-0.45,0.0
sweep29,20260720T071545-cd18c5fb,286,286,feature_side,feature,1784531752.3246965,1784531752.3246965,0.0,2.9110505094641344,2p5-3p0,-0.45,-0.45,0.0
sweep29,20260720T071545-cd18c5fb,288,288,feature_side,feature,1784531752.3869314,1784531752.3869314,0.0,3.1005084274319845,3p0-3p5,-0.45,-0.45,0.0
