diagnostic_only,cluster_id,flight_id,age_s,range_z_m,command_regime,vz_cmd_old_mps,vz_cmd_new_mps,command_delta_mps,e_cross_old_m,e_cross_new_m,admission_proxy_old_abs_plus_guard_m,admission_proxy_new_abs_plus_guard_m
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.16672945022583008,3.4629427027663002,authority_limited,-0.0504298510311574,-0.0504298510311574,0.0,0.1831311654756467,0.1831311654756467,0.2431311654756467,0.2431311654756467
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2014169692993164,3.3726443151684826,authority_limited,-0.05177654810970037,-0.05177654810970037,0.0,0.23093726175309667,0.23093726175309667,0.29093726175309664,0.29093726175309664
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.23601841926574707,3.271874601474427,authority_limited,-0.05320772690018456,-0.05320772690018456,0.0,0.30524986743372773,0.30524986743372773,0.3652498674337277,0.3652498674337277
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2707953453063965,3.2173525768688886,authority_limited,-0.05383475757536963,-0.05383475757536963,0.0,0.19441254958579499,0.19441254958579499,0.25441254958579496,0.25441254958579496
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.29860734939575195,3.2243741297586657,authority_limited,-0.05373217723516979,-0.05373217723516979,0.0,0.15455076504211204,0.15455076504211204,0.21455076504211204,0.21455076504211204
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.33380556106567383,3.2184904953508955,authority_limited,-0.053950233012300716,-0.053950233012300716,0.0,0.2571178560595484,0.2571178560595484,0.3171178560595484,0.3171178560595484
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.4027082920074463,3.073789046997753,authority_limited,-0.056155773217942954,-0.056155773217942954,0.0,0.22427430447991345,0.22427430447991345,0.2842743044799134,0.2842743044799134
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.437518835067749,2.9984982414588606,authority_limited,-0.057609105736332086,-0.057609105736332086,0.0,0.2010791164898542,0.2010791164898542,0.26107911648985416,0.26107911648985416
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.46535396575927734,2.9462550052554564,authority_limited,-0.05903802944427197,-0.05903802944427197,0.0,0.23985317173535856,0.23985317173535856,0.2998531717353585,0.2998531717353585
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.49999213218688965,2.8523120137582225,authority_limited,-0.06125575758383149,-0.06125575758383149,0.0,0.28383251943576915,0.28383251943576915,0.34383251943576915,0.34383251943576915
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.5346693992614746,2.7790967938171347,authority_limited,-0.06277169448143725,-0.06277169448143725,0.0,0.26749957181737294,0.26749957181737294,0.32749957181737294,0.32749957181737294
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.4629427027663002,flat_no_ff,-0.0504298510311574,-0.0504298510311574,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.03468751907348633,3.3726443151684826,down,-0.05177654810970037,-0.05177654810970037,0.0,-0.04482972191995729,-0.04482972191995729,0.10482972191995729,0.10482972191995729
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06928896903991699,3.271874601474427,down,-0.05320772690018456,-0.05320772690018456,0.0,0.03690045036503295,0.03690045036503295,0.09690045036503295,0.09690045036503295
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.1040658950805664,3.2173525768688886,flat_no_ff,-0.05383475757536963,-0.05383475757536963,0.0,-0.07081131581798275,-0.07081131581798275,0.13081131581798275,0.13081131581798275
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.13187789916992188,3.2243741297586657,flat_no_ff,-0.05373217723516979,-0.05373217723516979,0.0,-0.11117944043091622,-0.11117944043091622,0.1711794404309162,0.1711794404309162
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.16707611083984375,3.2184904953508955,down,-0.053950233012300716,-0.053950233012300716,0.0,-0.007538322421819385,-0.007538322421819385,0.06753832242181938,0.06753832242181938
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2359788417816162,3.073789046997753,down,-0.056155773217942954,-0.056155773217942954,0.0,-0.029987397906416316,-0.029987397906416316,0.08998739790641631,0.08998739790641631
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.27078938484191895,2.9984982414588606,down,-0.057609105736332086,-0.057609105736332086,0.0,-0.04676820408068588,-0.04676820408068588,0.10676820408068588,0.10676820408068588
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.29862451553344727,2.9462550052554564,down,-0.05903802944427197,-0.05903802944427197,0.0,-0.0019953898039892365,-0.0019953898039892365,0.061995389803989234,0.061995389803989234
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.33326268196105957,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,0.050739940706751946,0.050739940706751946,0.11073994070675194,0.11073994070675194
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.36793994903564453,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,0.04003618063176162,0.04003618063176162,0.10003618063176162,0.10003618063176162
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.3726443151684826,flat_no_ff,-0.05177654810970037,-0.05177654810970037,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.034601449966430664,3.271874601474427,down,-0.05320772690018456,-0.05320772690018456,0.0,-0.016785860320548546,-0.016785860320548546,0.07678586032054854,0.07678586032054854
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06937837600708008,3.2173525768688886,flat_no_ff,-0.05383475757536963,-0.05383475757536963,0.0,-0.12387232483688083,-0.12387232483688083,0.18387232483688082,0.18387232483688082
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.09719038009643555,3.2243741297586657,up,-0.05373217723516979,-0.05373217723516979,0.0,-0.16434174845976662,-0.16434174845976662,0.22434174845976662,0.22434174845976662
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.13238859176635742,3.2184904953508955,down,-0.053950233012300716,-0.053950233012300716,0.0,-0.06048575930472569,-0.06048575930472569,0.12048575930472569,0.12048575930472569
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.20129132270812988,3.073789046997753,flat_no_ff,-0.056155773217942954,-0.056155773217942954,0.0,-0.0808553032623016,-0.0808553032623016,0.1408553032623016,0.1408553032623016
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.23610186576843262,2.9984982414588606,flat_no_ff,-0.057609105736332086,-0.057609105736332086,0.0,-0.09635284041076116,-0.09635284041076116,0.15635284041076114,0.15635284041076114
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.26393699645996094,2.9462550052554564,down,-0.05903802944427197,-0.05903802944427197,0.0,-0.05037990710792896,-0.05037990710792896,0.11037990710792896,0.11037990710792896
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.29857516288757324,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,0.004107155970923898,0.004107155970923898,0.0641071559709239,0.0641071559709239
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.3332524299621582,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,-0.00547042199916796,-0.00547042199916796,0.06547042199916796,0.06547042199916796
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.271874601474427,flat_no_ff,-0.05320772690018456,-0.05320772690018456,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.034776926040649414,3.2173525768688886,up,-0.05383475757536963,-0.05383475757536963,0.0,-0.20611724276187188,-0.20611724276187188,0.2661172427618719,0.2661172427618719
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06258893013000488,3.2243741297586657,up,-0.05373217723516979,-0.05373217723516979,0.0,-0.2467436805259031,-0.2467436805259031,0.30674368052590306,0.30674368052590306
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.09778714179992676,3.2184904953508955,up_down_triangular,-0.053950233012300716,-0.053950233012300716,0.0,-0.14255463966134174,-0.14255463966134174,0.20255463966134174,0.20255463966134174
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.16668987274169922,3.073789046997753,up,-0.056155773217942954,-0.056155773217942954,0.0,-0.1597008958804323,-0.1597008958804323,0.2197008958804323,0.2197008958804323
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.20150041580200195,2.9984982414588606,up,-0.057609105736332086,-0.057609105736332086,0.0,-0.17320935747878619,-0.17320935747878619,0.23320935747878618,0.23320935747878618
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.22933554649353027,2.9462550052554564,flat_no_ff,-0.05903802944427197,-0.05903802944427197,0.0,-0.12537623167999928,-0.12537623167999928,0.18537623167999928,0.18537623167999928
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2639737129211426,2.8523120137582225,flat_no_ff,-0.06125575758383149,-0.06125575758383149,0.0,-0.06817397143556733,-0.06817397143556733,0.12817397143556733,0.12817397143556733
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.29865097999572754,2.7790967938171347,flat_no_ff,-0.06277169448143725,-0.06277169448143725,0.0,-0.07600595963082134,-0.07600595963082134,0.13600595963082135,0.13600595963082135
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.2173525768688886,flat_no_ff,-0.05383475757536963,-0.05383475757536963,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.02781200408935547,3.2243741297586657,up,-0.05373217723516979,-0.05373217723516979,0.0,-0.14042384886062723,-0.14042384886062723,0.20042384886062722,0.20042384886062722
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06301021575927734,3.2184904953508955,down,-0.053950233012300716,-0.053950233012300716,0.0,-0.036664530950421145,-0.036664530950421145,0.09666453095042114,0.09666453095042114
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.1319129467010498,3.073789046997753,down,-0.056155773217942954,-0.056155773217942954,0.0,-0.05796966307413803,-0.05796966307413803,0.11796966307413803,0.11796966307413803
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.16672348976135254,2.9984982414588606,flat_no_ff,-0.057609105736332086,-0.057609105736332086,0.0,-0.0740445472350966,-0.0740445472350966,0.1340445472350966,0.1340445472350966
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.19455862045288086,2.9462550052554564,down,-0.05903802944427197,-0.05903802944427197,0.0,-0.02861155148272873,-0.02861155148272873,0.08861155148272873,0.08861155148272873
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.22919678688049316,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,0.0250874012743168,0.0250874012743168,0.0850874012743168,0.0850874012743168
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2638740539550781,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,0.015003150221094469,0.015003150221094469,0.07500315022109447,0.07500315022109447
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.2243741297586657,flat_no_ff,-0.05373217723516979,-0.05373217723516979,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.035198211669921875,3.2184904953508955,down,-0.053950233012300716,-0.053950233012300716,0.0,0.003595933003677179,0.003595933003677179,0.06359593300367718,0.06359593300367718
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.10410094261169434,3.073789046997753,down,-0.056155773217942954,-0.056155773217942954,0.0,-0.019290444766928982,-0.019290444766928982,0.07929044476692898,0.07929044476692898
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.13891148567199707,2.9984982414588606,down,-0.057609105736332086,-0.057609105736332086,0.0,-0.036341108104343114,-0.036341108104343114,0.09634110810434311,0.09634110810434311
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.1667466163635254,2.9462550052554564,down,-0.05903802944427197,-0.05903802944427197,0.0,0.008179334526724244,0.008179334526724244,0.06817933452672424,0.06817933452672424
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.2013847827911377,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,0.06054629521639837,0.06054629521639837,0.12054629521639837,0.12054629521639837
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.23606204986572266,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,0.04960571160565702,0.04960571160565702,0.10960571160565702,0.10960571160565702
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.2184904953508955,flat_no_ff,-0.053950233012300716,-0.053950233012300716,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06890273094177246,3.073789046997753,flat_no_ff,-0.056155773217942954,-0.056155773217942954,0.0,-0.11881760652434677,-0.11881760652434677,0.17881760652434675,0.17881760652434675
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.1037132740020752,2.9984982414588606,flat_no_ff,-0.057609105736332086,-0.057609105736332086,0.0,-0.13335745045576192,-0.13335745045576192,0.19335745045576191,0.19335745045576191
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.13154840469360352,2.9462550052554564,flat_no_ff,-0.05903802944427197,-0.05903802944427197,0.0,-0.0864888781030816,-0.0864888781030816,0.1464888781030816,0.1464888781030816
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.16618657112121582,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,-0.030694511282912756,-0.030694511282912756,0.09069451128291275,0.09069451128291275
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.20086383819580078,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,-0.03943162872498924,-0.03943162872498924,0.09943162872498923,0.09943162872498923
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.0,3.073789046997753,flat_no_ff,-0.056155773217942954,-0.056155773217942954,0.0,-0.1,-0.1,0.16,0.16
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.034810543060302734,2.9984982414588606,flat_no_ff,-0.057609105736332086,-0.057609105736332086,0.0,-0.11501456470915561,-0.11501456470915561,0.1750145647091556,0.1750145647091556
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.06264567375183105,2.9462550052554564,flat_no_ff,-0.05903802944427197,-0.05903802944427197,0.0,-0.06858995338569801,-0.06858995338569801,0.128589953385698,0.128589953385698
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.09728384017944336,2.8523120137582225,down,-0.06125575758383149,-0.06125575758383149,0.0,-0.013443606450995016,-0.013443606450995016,0.07344360645099501,0.07344360645099501
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb,0.13196110725402832,2.7790967938171347,down,-0.06277169448143725,-0.06277169448143725,0.0,-0.022597333375543302,-0.022597333375543302,0.0825973333755433,0.0825973333755433
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.0,3.498365480958223,flat_no_ff,-0.04562576812573781,-0.04562576812573781,0.0,-0.1,-0.1,0.16,0.16
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.027904748916625977,3.4443088455819098,flat_no_ff,-0.04557804143128095,-0.04557804143128095,0.0,-0.1127760343841269,-0.1127760343841269,0.1727760343841269,0.1727760343841269
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.06451725959777832,3.393731166011343,flat_no_ff,-0.04706588047920614,-0.04706588047920614,0.0,-0.10681990469115557,-0.10681990469115557,0.16681990469115557,0.16681990469115557
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.09757304191589355,3.361955265568173,flat_no_ff,-0.04762162649145498,-0.04762162649145498,0.0,-0.09264663398430975,-0.09264663398430975,0.15264663398430975,0.15264663398430975
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.13216328620910645,3.338208363698531,up,-0.04791568074623823,-0.04791568074623823,0.0,-0.21133604642018253,-0.21133604642018253,0.2713360464201825,0.2713360464201825
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.1667778491973877,3.2741781875455063,up,-0.04892549844235617,-0.04892549844235617,0.0,-0.23017459117127323,-0.23017459117127323,0.2901745911712732,0.2901745911712732
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.19464993476867676,3.202385035459418,up,-0.049637295215348175,-0.049637295215348175,0.0,-0.21024303102107803,-0.21024303102107803,0.27024303102107805,0.27024303102107805
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.0,3.4443088455819098,flat_no_ff,-0.04557804143128095,-0.04557804143128095,0.0,-0.1,-0.1,0.16,0.16
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.036612510681152344,3.393731166011343,flat_no_ff,-0.04706588047920614,-0.04706588047920614,0.0,-0.0944477442522476,-0.0944477442522476,0.1544477442522476,0.1544477442522476
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.06966829299926758,3.361955265568173,flat_no_ff,-0.04762162649145498,-0.04762162649145498,0.0,-0.08041885708148405,-0.08041885708148405,0.14041885708148405,0.14041885708148405
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.10425853729248047,3.338208363698531,up,-0.04791568074623823,-0.04791568074623823,0.0,-0.1991833102925022,-0.1991833102925022,0.2591833102925022,0.2591833102925022
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.13887310028076172,3.2741781875455063,up,-0.04892549844235617,-0.04892549844235617,0.0,-0.21827268637671549,-0.21827268637671549,0.2782726863767155,0.2782726863767155
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.16674518585205078,3.202385035459418,up,-0.049637295215348175,-0.049637295215348175,0.0,-0.19851179905203326,-0.19851179905203326,0.25851179905203325,0.25851179905203325
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.0,3.393731166011343,flat_no_ff,-0.04706588047920614,-0.04706588047920614,0.0,-0.1,-0.1,0.16,0.16
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.033055782318115234,3.361955265568173,flat_no_ff,-0.04762162649145498,-0.04762162649145498,0.0,-0.08590631781448926,-0.08590631781448926,0.14590631781448926,0.14590631781448926
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.06764602661132812,3.338208363698531,up,-0.04791568074623823,-0.04791568074623823,0.0,-0.20463709496891455,-0.20463709496891455,0.2646370949689145,0.2646370949689145
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.10226058959960938,3.2741781875455063,up,-0.04892549844235617,-0.04892549844235617,0.0,-0.22361390544925266,-0.22361390544925266,0.2836139054492527,0.2836139054492527
True,20260720T134522-9aa0ef5c:A1,20260720T134522-9aa0ef5c,0.13013267517089844,3.202385035459418,up,-0.049637295215348175,-0.049637295215348175,0.0,-0.20377642526262696,-0.20377642526262696,0.26377642526262696,0.26377642526262696
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.0,3.467833364855518,flat_no_ff,-0.04960615252968263,-0.04960615252968263,0.0,-0.1,-0.1,0.16,0.16
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.13178658485412598,3.3596641972501278,flat_no_ff,-0.051089009680508675,-0.051089009680508675,0.0,-0.07216901201192266,-0.07216901201192266,0.13216901201192266,0.13216901201192266
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.16659045219421387,3.341488391148235,flat_no_ff,-0.051119424790458945,-0.051119424790458945,0.0,-0.12086250042048353,-0.12086250042048353,0.18086250042048352,0.18086250042048352
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.5344161987304688,1.7891639780173798,saturated,-0.06707043148329825,-0.06707043148329825,0.0,-0.4968104584345283,-1.0467398585798113,0.5568104584345284,1.1067398585798114
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.46515846252441406,1.7891639780173798,authority_limited,-0.06707043148329825,-0.06707043148329825,0.0,-0.21290792657926083,-0.020123349867005577,0.27290792657926083,0.08012334986700557
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.4028177261352539,1.7891639780173798,authority_limited,-0.06707043148329825,-0.06707043148329825,0.0,-0.12998608059790873,-0.06305513779970581,0.18998608059790872,0.12305513779970581
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.3334074020385742,1.7891639780173798,up,-0.06707043148329825,-0.06707043148329825,0.0,0.12507633956972877,0.12507633956972877,0.18507633956972877,0.18507633956972877
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.26393771171569824,1.7891639780173798,up,-0.06707043148329825,-0.06707043148329825,0.0,0.6940334733378044,0.6940334733378044,0.7540334733378045,0.7540334733378045
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.20134425163269043,1.7891639780173798,saturated,-0.06707043148329825,-0.06707043148329825,0.0,0.9765631562731746,0.9765631562731746,1.0365631562731745,1.0365631562731745
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.13190269470214844,1.7891639780173798,saturated,-0.06707043148329825,-0.06707043148329825,0.0,1.1208125174424255,1.1208125174424255,1.1808125174424255,1.1808125174424255
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.06937503814697266,1.7891639780173798,saturated,-0.06707043148329825,-0.06707043148329825,0.0,1.1972728504590202,1.1972728504590202,1.2572728504590203,1.2572728504590203
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.4998784065246582,2.6812094210609194,saturated,,,,,,,
True,20260720T135008-9aa0ef5c:A1,20260720T135008-9aa0ef5c,0.43050336837768555,2.6812094210609194,saturated,,,,,,,
