L_ticks,tau_s,g,n_rows,sse,mse,rms_mps
0,0.14,0.9500000000000001,13,0.07442135490886453,0.005724719608374195,0.0756618768494028
0,0.14,1.0,13,0.08246133507907427,0.006343179621467252,0.07964408089410821
0,0.14,1.05,13,0.09091362192467939,0.006993355532667645,0.08362628493881362
0,0.14,1.1,13,0.09977821544567989,0.007675247341975376,0.08760848898351903
0,0.14,1.1500000000000001,13,0.10905511564207575,0.008388855049390442,0.09159069302822445
0,0.14,1.2000000000000002,13,0.11874432251386702,0.009134178654912848,0.09557289707292987
0,0.14,1.25,13,0.12884583606105354,0.00991121815854258,0.09955510111763526
0,0.14,1.3,13,0.13935965628363553,0.010719973560279657,0.10353730516234068
0,0.14,1.35,13,0.15028578318161287,0.011560444860124067,0.10751950920704609
0,0.14,1.4000000000000001,13,0.1616242167549856,0.012432632058075814,0.1115017132517515
0,0.14,1.4500000000000002,13,0.1733749570037537,0.0133365351541349,0.1154839172964569
0,0.14,1.5,13,0.18553800392791714,0.014272154148301318,0.11946612134116232
0,0.16,0.5,13,0.016312194733758716,0.001254784210289132,0.035422933394753345
0,0.16,0.55,13,0.019737755627848047,0.0015182888944498497,0.03896522673422868
0,0.16,0.6000000000000001,13,0.02348956041661256,0.0018068892628163508,0.04250752007370403
0,0.16,0.65,13,0.02756760910005223,0.002120585315388633,0.046049813413179354
0,0.16,0.7000000000000001,13,0.031971901678167096,0.0024593770521667,0.0495921067526547
0,0.16,0.75,13,0.03670243815095711,0.002823264473150547,0.053134400092130024
0,0.16,0.8,13,0.04175921851842231,0.003212247578340178,0.056676693431605356
0,0.16,0.8500000000000001,13,0.04714224278056272,0.0036263263677355937,0.06021898677108071
0,0.16,0.9,13,0.05285151093737824,0.004065500841336788,0.06376128011055603
0,0.16,0.9500000000000001,13,0.05888702298886898,0.0045297709991437675,0.06730357345003136
0,0.16,1.0,13,0.06524877893503486,0.005019136841156528,0.07084586678950669
0,0.16,1.05,13,0.07193677877587594,0.005533598367375072,0.07438816012898203
0,0.16,1.1,13,0.07895102251139219,0.006073155577799399,0.07793045346845737
0,0.16,1.1500000000000001,13,0.08629151014158364,0.006637808472429511,0.08147274680793272
0,0.16,1.2000000000000002,13,0.09395824166645024,0.007227557051265403,0.08501504014740806
0,0.16,1.25,13,0.10195121708599197,0.007842401314307076,0.08855733348688338
0,0.16,1.3,13,0.11027043640020892,0.008482341261554532,0.09209962682635871
0,0.16,1.35,13,0.11891589960910107,0.009147376893007774,0.09564192016583405
0,0.16,1.4000000000000001,13,0.12788760671266838,0.0098375082086668,0.0991842135053094
0,0.16,1.4500000000000002,13,0.13718555771091084,0.010552735208531604,0.10272650684478472
0,0.16,1.5,13,0.14680975260382845,0.011293057892602189,0.10626880018426005
0,0.18,0.5,13,0.013222758496227765,0.0010171352689405974,0.03189255820627435
0,0.18,0.55,13,0.0159995377804356,0.001230733675418123,0.03508181402690179
0,0.18,0.6000000000000001,13,0.01904077223456799,0.001464674787274461,0.03827106984752923
0,0.18,0.65,13,0.022346461858624926,0.0017189586045096097,0.041460325668156654
0,0.18,0.7000000000000001,13,0.025916606652606432,0.0019935851271235716,0.0446495814887841
0,0.18,0.75,13,0.029751206616512475,0.0022885543551163443,0.047838837309411526
0,0.18,0.8,13,0.033850261750343065,0.0026038662884879282,0.05102809313003895
0,0.18,0.8500000000000001,13,0.038213772054098254,0.002939520927238327,0.0542173489506664
0,0.18,0.9,13,0.04284173752777797,0.0032955182713675364,0.057406604771293834
0,0.18,0.9500000000000001,13,0.047734158171382234,0.0036718583208755562,0.06059586059192126
0,0.18,1.0,13,0.05289103398491106,0.00406854107576239,0.0637851164125487
0,0.18,1.05,13,0.05831236496836444,0.004485566536028034,0.06697437223317614
0,0.18,1.1,13,0.0639981511217424,0.004922934701672492,0.07016362805380358
0,0.18,1.1500000000000001,13,0.0699483924450449,0.005380645572695761,0.07335288387443101
0,0.18,1.2000000000000002,13,0.07616308893827196,0.005858699149097844,0.07654213969505846
0,0.18,1.25,13,0.08264224060142353,0.006357095430878733,0.07973139551568587
0,0.18,1.3,13,0.0893858474344997,0.006875834418038439,0.08292065133631331
0,0.18,1.35,13,0.0963939094375004,0.0074149161105769535,0.08610990715694074
0,0.18,1.4000000000000001,13,0.10366642661042573,0.007974340508494287,0.0892991629775682
0,0.18,1.4500000000000002,13,0.1112033989532755,0.008554107611790422,0.09248841879819561
0,0.18,1.5,13,0.1190048264660499,0.009154217420465377,0.09567767461882305
0,0.2,0.5,13,0.010931759543559549,0.0008409045802738115,0.028998354785639332
0,0.2,0.55,13,0.01322742904770706,0.0010174945421313124,0.03189819026420327
0,0.2,0.6000000000000001,13,0.015741733742725753,0.0012109025955942888,0.0347980257427672
0,0.2,0.65,13,0.018474673628615636,0.0014211287406627412,0.037697861221331126
0,0.2,0.7000000000000001,13,0.021426248705376717,0.0016481729773366706,0.04059769669989507
0,0.2,0.75,13,0.02459645897300899,0.0018920353056160763,0.043497532178459
0,0.2,0.8,13,0.027985304431512453,0.002152715725500958,0.04639736765702293
0,0.2,0.8500000000000001,13,0.0315927850808871,0.0024302142369913154,0.049297203135586866
0,0.2,0.9,13,0.03541890092113294,0.002724530840087149,0.052197038614150794
0,0.2,0.9500000000000001,13,0.039463651952249976,0.0030356655347884595,0.05509687409271473
