flight_id,cohort,source_class,term_status_rows,term_status_owner_term_rows,shadow_owner_term_rows,shadow_up_range_mps,term_status_owner_values,path
20260719T144941-a76247fb,fixtures/20260719T145242-phase6f-repeat,shadow-only-excluded,0,0,320,-1.417031..1.931164,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T145242-phase6f-repeat\20260719T144941-a76247fb-flight.jsonl
20260719T145122-a76247fb,fixtures/20260719T145242-phase6f-repeat,shadow-only-excluded,0,0,98,-0.986421..0.007964,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T145242-phase6f-repeat\20260719T145122-a76247fb-flight.jsonl
20260719T150627-486b0765,fixtures/20260719T151340-phase6g-terminal-live,shadow-only-excluded,0,0,279,-1.072090..0.162589,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T151340-phase6g-terminal-live\20260719T150627-486b0765-flight.jsonl
20260719T151000-486b0765,fixtures/20260719T151340-phase6g-terminal-live,shadow-only-excluded,0,0,273,-1.063273..1.251574,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T151340-phase6g-terminal-live\20260719T151000-486b0765-flight.jsonl
20260719T151227-49448448,fixtures/20260719T151340-phase6g-terminal-live,shadow-only-excluded,0,0,248,-1.302650..2.714211,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T151340-phase6g-terminal-live\20260719T151227-49448448-flight.jsonl
20260719T154704-f170ead6,fixtures/20260719T164956-phase6h-first-enable,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T164956-phase6h-first-enable\20260719T154704-f170ead6-flight.jsonl
20260719T160537-f170ead6,fixtures/20260719T164956-phase6h-first-enable,shadow-only-excluded,0,0,291,-0.264815..1.072526,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T164956-phase6h-first-enable\20260719T160537-f170ead6-flight.jsonl
20260719T163649-f170ead6,fixtures/20260719T164956-phase6h-first-enable,shadow-only-excluded,0,0,331,-0.856874..1.455018,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T164956-phase6h-first-enable\20260719T163649-f170ead6-flight.jsonl
20260719T173050-f170ead6,fixtures/20260719T173811-phase6i-rate-ab,shadow-only-excluded,0,0,111,-0.371643..0.732510,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T173811-phase6i-rate-ab\20260719T173050-f170ead6-flight.jsonl
20260719T173427-50f9dcc8,fixtures/20260719T173811-phase6i-rate-ab,shadow-only-excluded,0,0,292,-1.053686..1.308842,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T173811-phase6i-rate-ab\20260719T173427-50f9dcc8-flight.jsonl
20260719T200816-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,shadow-only-excluded,0,0,284,-0.222664..1.241704,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T200816-f170ead6-flight.jsonl
20260719T201038-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201038-50f9dcc8-flight.jsonl
20260719T201630-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,shadow-only-excluded,0,0,355,-1.106174..0.991070,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201630-f170ead6-flight.jsonl
20260719T201851-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,physical-term-status,266,28,264,-0.359207..1.845251,"{""alt"":238,""term"":28}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201851-50f9dcc8-flight.jsonl
20260719T202445-f170ead6,fixtures/20260719T204430-phase6i-r-rate-ab,shadow-only-excluded,0,0,183,-0.108021..2.075217,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T202445-f170ead6-flight.jsonl
20260719T202720-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,shadow-only-excluded,123,0,118,-1.094690..0.348163,"{""alt"":123}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T202720-50f9dcc8-flight.jsonl
20260720T053402-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,0,0,155,-0.788340..0.551655,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053402-f170ead6-flight.jsonl
20260720T053514-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,169,0,165,-0.754767..0.486381,"{""alt"":169}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053514-5cebc2b2-flight.jsonl
20260720T053635-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,0,0,113,-0.464248..0.480273,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053635-f170ead6-flight.jsonl
20260720T053745-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,264,0,260,-0.684901..1.399621,"{""alt"":264}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053745-5cebc2b2-flight.jsonl
20260720T053905-f170ead6,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,0,0,158,-1.117454..0.502000,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T053905-f170ead6-flight.jsonl
20260720T054016-5cebc2b2,fixtures/20260720T054037-phase6j-block-a-cohort-2,shadow-only-excluded,190,0,188,-0.443977..1.461406,"{""alt"":190}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T054037-phase6j-block-a-cohort-2\20260720T054016-5cebc2b2-flight.jsonl
20260720T062804-c38fd469,fixtures/20260720T063618-phase6k-cohort-2-redo,shadow-only-excluded,0,0,201,-0.028302..1.489691,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T062804-c38fd469-flight.jsonl
20260720T062921-790186c4,fixtures/20260720T063618-phase6k-cohort-2-redo,shadow-only-excluded,134,0,130,-0.987712..0.542224,"{""alt"":134}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T062921-790186c4-flight.jsonl
20260720T063042-c38fd469,fixtures/20260720T063618-phase6k-cohort-2-redo,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T063042-c38fd469-flight.jsonl
20260720T063147-790186c4,fixtures/20260720T063618-phase6k-cohort-2-redo,none,5,0,0,,"{""alt"":5}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T063147-790186c4-flight.jsonl
20260720T063258-c38fd469,fixtures/20260720T063618-phase6k-cohort-2-redo,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T063258-c38fd469-flight.jsonl
20260720T063419-790186c4,fixtures/20260720T063618-phase6k-cohort-2-redo,shadow-only-excluded,43,0,38,-1.239278..-0.721374,"{""alt"":43}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T063618-phase6k-cohort-2-redo\20260720T063419-790186c4-flight.jsonl
20260720T071008-5b501b4c,fixtures/20260720T071602-phase6l-cohort-3,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071008-5b501b4c-flight.jsonl
20260720T071112-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,shadow-only-excluded,101,0,28,0.082872..0.311651,"{""alt"":101}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071112-cd18c5fb-flight.jsonl
20260720T071220-5b501b4c,fixtures/20260720T071602-phase6l-cohort-3,shadow-only-excluded,0,0,29,-0.569446..-0.380648,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071220-5b501b4c-flight.jsonl
20260720T071333-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,shadow-only-excluded,112,0,108,-0.652003..0.150498,"{""alt"":112}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071333-cd18c5fb-flight.jsonl
20260720T071439-5b501b4c,fixtures/20260720T071602-phase6l-cohort-3,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071439-5b501b4c-flight.jsonl
20260720T071545-cd18c5fb,fixtures/20260720T071602-phase6l-cohort-3,shadow-only-excluded,42,0,40,-0.684297..0.160877,"{""alt"":42}",C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T071602-phase6l-cohort-3\20260720T071545-cd18c5fb-flight.jsonl
20260720T133443-9aa0ef5c,fixtures/20260720T133508-phase7m-metrology-f1,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T133508-phase7m-metrology-f1\20260720T133443-9aa0ef5c-flight.jsonl
20260720T134522-9aa0ef5c,fixtures/20260720T134548-phase7m-metrology-f2,shadow-only-excluded,0,0,193,-0.722690..0.373659,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T134548-phase7m-metrology-f2\20260720T134522-9aa0ef5c-flight.jsonl
20260720T135008-9aa0ef5c,fixtures/20260720T135040-phase7m-metrology-f3,shadow-only-excluded,0,0,315,-1.220376..-0.009419,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T135040-phase7m-metrology-f3\20260720T135008-9aa0ef5c-flight.jsonl
20260720T142917-9aa0ef5c,fixtures/20260720T142941-phase7m-metrology-f4,none,0,0,0,,{},C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260720T142941-phase7m-metrology-f4\20260720T142917-9aa0ef5c-flight.jsonl
