fid,t,span_px,R,product,ratio_to_512
20260719T162853-f170ead6,14.1058001,62.20128616033595,4.571842277295479,284.3744697699781,0.5554188862694884
20260719T162853-f170ead6,14.1410607,60.207972893961475,4.577966436808451,275.6300791368286,0.5383399983141184
20260719T162853-f170ead6,14.1738998,61.204574992397426,4.568805957913155,279.63182687680785,0.5461559118687653
20260719T162853-f170ead6,14.2071294,60.40695324215582,4.601244229451255,277.94714502420123,0.542865517625393
20260719T162853-f170ead6,14.2440066,55.226805085936306,4.551327996469942,251.35530414321047,0.49092832840470796
20260719T162853-f170ead6,14.2691427,57.3149195236284,4.530608661713569,259.671470839167,0.507170841482748
20260719T162853-f170ead6,14.3052675,56.43580423808985,4.656036812474593,262.767182074156,0.5132171524885859
20260719T162853-f170ead6,14.3438789,53.46026561849464,4.612904931448036,246.60712290807584,0.4816545369298356
20260719T162853-f170ead6,14.3744073,51.35172830587107,4.606906713760873,236.5726218955417,0.46205590213972986
20260719T162853-f170ead6,14.4092527,52.46903848937962,4.559364793555474,239.22548684018454,0.46723727898473544
20260719T162853-f170ead6,14.4357362,53.46026561849464,4.5889271021861795,245.32526178678205,0.4791509019273087
20260719T162853-f170ead6,14.4719256,49.8196748283246,4.580647799629488,228.20638388062167,0.4457155935168392
20260719T162853-f170ead6,14.5082959,49.64876634922564,4.531627590836845,224.9897194391628,0.43943304577961484
20260719T162853-f170ead6,14.5410114,46.69047011971501,4.565110692992793,213.14716440437147,0.416303055477288
20260719T162853-f170ead6,14.5756212,48.83646178829912,4.524205930459175,220.94621004526576,0.4315355664946597
20260719T162853-f170ead6,14.6056591,48.27007354458868,4.510787331330762,217.73603622733478,0.42526569575651324
20260719T162853-f170ead6,14.6400319,45.12205669071391,4.502206254590643,203.14880585292573,0.3967750114314956
20260719T162853-f170ead6,14.6717436,53.0,4.488685197947117,237.90031549119718,0.4646490536937445
20260719T162853-f170ead6,14.7073112,40.024992192379,4.660938763098092,186.5540376021578,0.36436335469171444
20260719T162853-f170ead6,14.743145,41.48493702538308,4.544506463340879,188.52856444314276,0.3682198524280132
20260719T162853-f170ead6,14.7715231,50.774009099144415,4.518317083927543,229.4130727321567,0.44807240767999357
20260719T162853-f170ead6,14.8105281,40.52159917870962,4.652975422280627,188.5460050500427,0.36825391611336467
20260719T162853-f170ead6,14.9107319,37.94733192202055,4.429042242791878,168.07033608387374,0.3282623751638159
20260719T162853-f170ead6,14.9397951,36.6742416417845,4.387707296641061,160.9158376504353,0.31428874541100643
20260719T162853-f170ead6,14.9741387,37.16180835212409,4.364340642583119,162.18679054305997,0.316771075279414
20260719T162853-f170ead6,15.0070268,33.12099032335839,4.384251266813493,145.21074378330147,0.2836147339517607
20260719T162853-f170ead6,15.0407766,36.6742416417845,5.766488399807853,211.48158899910044,0.41304997851386804
20260719T162853-f170ead6,15.0745596,35.84689665786984,6.358239321346814,227.92314787832373,0.44516239819985104
20260719T162853-f170ead6,15.1033653,34.9857113690718,6.425533131377918,224.80184752679597,0.4390661084507734
20260719T163035-f170ead6,7.8268815,49.01020301937138,1.2308936951016578,60.32634989219647,0.11782490213319623
20260719T163035-f170ead6,7.8616572,49.040799340956916,1.1191278978075945,54.88292667324918,0.1071932161586898
20260719T163035-f170ead6,7.8943327,49.0,1.0835851757764303,53.095673613045086,0.10370248752547868
20260719T163035-f170ead6,7.9213716,50.0,0.9743908701508377,48.719543507541886,0.09515535841316775
20260719T163035-f170ead6,7.9622548,51.0098029794274,0.8928179036600268,45.54246536220336,0.08895012766055344
20260719T163035-f170ead6,7.997666,50.0,0.7814451873254208,39.07225936627104,0.07631300657474813
20260719T163035-f170ead6,8.0279717,52.009614495783374,0.7357595839015945,38.266572320299915,0.07473939906308577
20260719T163035-f170ead6,8.0666591,51.0,0.6407859018296848,32.68008099331392,0.06382828319006625
20260719T163035-f170ead6,8.0935565,52.0,0.6092371993828871,31.68033436791013,0.061875653062324475
20260719T163035-f170ead6,11.1238655,32.57299494980466,25.05379155751545,816.0770258764094,1.593900441164862
20260719T163035-f170ead6,11.1551348,35.35533905932738,25.044878481304277,885.4701704061648,1.7294339265745406
20260719T163035-f170ead6,11.1899468,35.22782990761707,25.041276523695196,882.1498300463388,1.7229488868092555
20260719T163151-f170ead6,8.5349582,67.0,1.1547902300579829,77.37094541388485,0.15111512776149386
20260719T163151-f170ead6,8.5743253,55.0,1.3154941794775816,72.35217987126698,0.14131285131106833
20260719T163304-f170ead6,8.3293289,67.02984409947557,0.8310605945536998,55.705862090151975,0.10880051189482808
20260719T163304-f170ead6,8.3705935,66.007575322837,0.7357726201287755,48.56656664363128,0.09485657547584235
20260719T163304-f170ead6,8.3981959,68.0,0.644868305944716,43.851044804240686,0.08564657188328259
20260719T163304-f170ead6,8.4319005,64.03124237432849,0.6107777345241915,39.10885715616176,0.07638448663312844
20260719T163304-f170ead6,12.2899636,21.18962010041709,38.272830784402984,810.9867444890475,1.583958485330171
20260719T163416-f170ead6,8.7133261,190.70920271449933,4.54890616633173,867.518268204194,1.6943716175863164
20260719T163525-f170ead6,9.8212023,58.240879114244144,1.9907237632337904,115.94150204435238,0.22644824618037573
20260719T163525-f170ead6,9.8558455,59.43904440685432,2.0574279042143213,122.29154856249626,0.2388506807861255
20260719T163525-f170ead6,9.9188435,59.22837157984339,2.1730106525108868,128.70388237387274,0.2513747702614702
20260719T163525-f170ead6,9.9548825,57.87054518492115,2.2494228195390296,130.17532491812614,0.2542486814807151
20260719T163525-f170ead6,9.9864457,59.682493245507096,2.3015295000874305,137.36101884330338,0.2682832399283269
20260719T163525-f170ead6,10.0211157,59.53990258641679,2.368190499828763,141.00183166588224,0.27539420247242624
20260719T163525-f170ead6,10.050142,59.30430001273095,2.414922223620851,143.21527205702228,0.27971732823637163
20260719T163525-f170ead6,10.0824915,61.40032573203501,2.443102549665173,150.00729234620687,0.2929829928636853
20260719T163525-f170ead6,10.117537,61.204574992397426,2.443102549665173,149.52905321509945,0.2920489320607411
20260719T163525-f170ead6,10.1535962,64.28063471995279,2.443102549665173,157.0441825784123,0.3067269190984615
20260719T163525-f170ead6,15.2887979,68.46897107449476,50.955890087250495,3488.8973644590883,6.814252664959157
